Date,Voucher Type,Amount
10-Aug-21,Sales,"21,785"
20-Nov-21,Sales,"49,846"
24-Feb-22,Receipt,"29,193"
02-Aug-21,Sales,"84,395"
11-Jun-21,Journal,"20,348"
03-Oct-21,Sales,"19,499"
07-Jun-21,Payment,"98,665"
27-Jan-22,Purchase,"26,238"
15-Dec-21,Payment,"29,490"
30-Apr-21,Purchase,"25,865"
09-Jul-21,Receipt,"57,416"
15-Nov-21,Sales,"1,590"
25-Apr-21,Receipt,"53,420"
13-Aug-21,Sales,"60,080"
01-Nov-21,Sales,"86,362"
23-Sep-21,Journal,"53,940"
20-Jan-22,Sales,"24,446"
11-Apr-21,Purchase,"83,384"
22-Jun-21,Journal,"16,875"
05-May-21,Sales,"47,812"
10-Mar-22,Purchase,"88,021"
22-Sep-21,Sales,"95,072"
20-Sep-21,Payment,"67,308"
10-Mar-22,Payment,"43,585"
01-Mar-22,Sales,"97,456"
25-Jun-21,Sales,"70,172"
02-Apr-21,Journal,"25,655"
05-Jan-22,Sales,"66,053"
15-Feb-22,Sales,"79,724"
27-Mar-22,Receipt,"21,037"
03-Jun-21,Payment,"84,191"
22-Nov-21,Purchase,"61,397"
02-Apr-21,Payment,"35,988"
02-Sep-21,Purchase,"69,281"
29-Sep-21,Receipt,"54,126"
05-Jun-21,Purchase,"22,794"
19-Aug-21,Purchase,"32,061"
11-Dec-21,Receipt,"13,772"
07-Mar-22,Receipt,"42,991"
13-Jun-21,Journal,"20,292"
22-Jan-22,Payment,"95,051"
26-Feb-22,Journal,"46,179"
16-Aug-21,Purchase,"35,825"
28-Sep-21,Receipt,"22,849"
20-Apr-21,Sales,"99,831"
28-Oct-21,Receipt,"97,558"
08-Apr-21,Payment,"92,030"
04-Jan-22,Payment,"94,727"
07-Dec-21,Journal,"84,473"
18-May-21,Sales,"48,142"
05-Nov-21,Purchase,"69,688"
26-Mar-22,Sales,"89,857"
25-Oct-21,Payment,"20,160"
25-Nov-21,Sales,"37,205"
06-Feb-22,Sales,"3,554"
26-Oct-21,Purchase,"91,283"
31-Dec-21,Sales,"28,725"
02-Nov-21,Receipt,"79,800"
17-Apr-21,Journal,"55,658"
27-Feb-22,Purchase,"27,908"
25-Jan-22,Journal,"36,384"
26-Dec-21,Receipt,"12,679"
08-Aug-21,Journal,"36,851"
28-Jul-21,Receipt,"7,130"
14-Nov-21,Purchase,"19,585"
06-Dec-21,Receipt,"92,586"
15-Feb-22,Payment,"2,718"
31-Oct-21,Sales,"64,715"
22-Aug-21,Sales,"90,251"
06-Apr-21,Purchase,"23,061"
07-Sep-21,Payment,"2,733"
12-May-21,Sales,"62,082"
23-Aug-21,Purchase,"30,234"
22-Feb-22,Journal,"28,742"
31-Aug-21,Journal,"83,049"
01-May-21,Payment,"94,955"
14-Mar-22,Purchase,"12,607"
24-Aug-21,Journal,"47,738"
16-Nov-21,Purchase,"10,123"
20-Feb-22,Receipt,"18,365"
17-Jun-21,Journal,"99,507"
08-Feb-22,Purchase,"7,527"
20-Jul-21,Receipt,"17,851"
23-Apr-21,Purchase,"63,463"
21-Nov-21,Payment,"59,421"
23-Feb-22,Journal,"92,924"
13-Jun-21,Payment,"4,813"
29-Sep-21,Purchase,"93,975"
28-Apr-21,Sales,"26,740"
27-Jul-21,Journal,"61,725"
10-Aug-21,Sales,"19,006"
08-Sep-21,Purchase,"52,362"
28-Mar-22,Sales,"22,964"
21-Mar-22,Purchase,"89,797"
06-Apr-21,Purchase,"56,712"
20-Aug-21,Purchase,"71,699"
22-Feb-22,Payment,"35,585"
10-Sep-21,Purchase,"98,037"
01-Nov-21,Sales,"67,195"
10-May-21,Sales,"1,305"
24-Jan-22,Journal,"15,637"
28-Aug-21,Sales,"96,913"
15-Sep-21,Journal,"83,359"
15-Mar-22,Journal,"49,839"
24-Mar-22,Payment,"29,681"
30-Jan-22,Payment,"89,703"
15-Feb-22,Payment,"42,570"
11-Feb-22,Payment,"25,337"
02-Jan-22,Receipt,"98,190"
01-May-21,Payment,"35,718"
22-Nov-21,Receipt,"93,634"
07-Oct-21,Purchase,"15,433"
19-Jan-22,Sales,"10,553"
10-Aug-21,Payment,"57,522"
18-Jul-21,Journal,"89,819"
25-Apr-21,Purchase,"73,306"
16-Jul-21,Receipt,"87,285"
17-Dec-21,Receipt,"70,106"
19-Jan-22,Journal,"47,303"
05-Nov-21,Sales,"20,958"
22-Aug-21,Sales,"34,874"
03-Feb-22,Sales,"46,185"
02-Dec-21,Payment,"7,427"
24-May-21,Purchase,"47,261"
08-May-21,Payment,"31,549"
01-Dec-21,Journal,"70,973"
10-Apr-21,Journal,"85,216"
17-Jul-21,Purchase,"92,117"
20-Nov-21,Purchase,"63,033"
26-May-21,Purchase,"70,576"
03-May-21,Purchase,"10,462"
01-Mar-22,Payment,"97,572"
24-Jan-22,Purchase,"72,712"
14-Dec-21,Receipt,"9,174"
24-Dec-21,Receipt,"66,420"
12-Sep-21,Purchase,"11,875"
28-Feb-22,Sales,"72,819"
22-Nov-21,Payment,"37,881"
03-Jan-22,Receipt,"48,130"
27-Jun-21,Payment,"94,412"
13-May-21,Receipt,"36,312"
18-Sep-21,Payment,"88,518"
27-Oct-21,Receipt,"34,914"
01-Oct-21,Purchase,"65,440"
08-Oct-21,Journal,"76,829"
23-Feb-22,Journal,"15,797"
09-Oct-21,Purchase,"84,233"
13-Oct-21,Receipt,"51,418"
09-Apr-21,Payment,"71,403"
08-Sep-21,Purchase,"9,759"
14-Jul-21,Payment,"84,377"
28-May-21,Receipt,"18,497"
06-Nov-21,Receipt,"81,007"
21-May-21,Receipt,"56,054"
21-Nov-21,Sales,"46,090"
11-Jun-21,Journal,"80,207"
17-Jul-21,Purchase,"72,422"
02-Feb-22,Payment,"48,047"
14-Jun-21,Journal,"90,326"
08-Mar-22,Journal,"50,879"
03-Apr-21,Payment,"54,092"
17-Aug-21,Purchase,"47,457"
22-May-21,Sales,"55,498"
16-Feb-22,Journal,"42,351"
10-Nov-21,Receipt,"64,947"
22-Oct-21,Purchase,"87,376"
17-May-21,Receipt,"95,976"
05-Apr-21,Purchase,"84,152"
04-Oct-21,Payment,"18,074"
20-Sep-21,Purchase,"93,888"
19-Jun-21,Sales,"36,046"
15-Apr-21,Receipt,"78,793"
04-Jun-21,Purchase,"72,308"
22-Apr-21,Receipt,"96,937"
17-Dec-21,Journal,"71,564"
03-May-21,Payment,"37,371"
14-Jan-22,Journal,"96,081"
11-Jan-22,Receipt,"76,698"
24-Mar-22,Payment,"25,576"
26-Apr-21,Journal,"16,785"
05-Oct-21,Journal,"50,200"
10-Jun-21,Journal,"69,867"
07-Nov-21,Sales,"98,012"
10-Jan-22,Receipt,"32,859"
19-Jan-22,Sales,"51,906"
17-Nov-21,Sales,"49,134"
05-Apr-21,Payment,"40,357"
31-Oct-21,Sales,"87,845"
27-Jun-21,Receipt,"46,099"
24-Jan-22,Purchase,"30,079"
01-Jan-22,Purchase,"5,210"
09-Feb-22,Sales,"44,260"
25-Jun-21,Purchase,"43,960"
08-Jul-21,Receipt,"11,786"
20-Nov-21,Payment,"18,603"
08-Aug-21,Purchase,"14,050"
29-Nov-21,Purchase,"9,608"
31-Mar-22,Journal,"71,815"
09-Jul-21,Sales,"68,271"
09-Jun-21,Receipt,"12,309"
11-May-21,Payment,"19,873"
03-Nov-21,Sales,"44,803"
31-Jul-21,Sales,"69,090"
31-Mar-22,Sales,"43,988"
10-Jul-21,Journal,"34,330"
25-Oct-21,Sales,"93,841"
28-Jan-22,Receipt,"69,860"
27-Jan-22,Payment,"45,026"
04-Apr-21,Payment,"62,485"
29-Jan-22,Purchase,"38,324"
22-Aug-21,Receipt,"3,219"
21-Jan-22,Sales,"33,609"
14-Mar-22,Sales,"19,025"
08-Feb-22,Journal,"72,148"
27-Mar-22,Payment,"29,582"
04-Oct-21,Purchase,"35,753"
20-Oct-21,Journal,"69,576"
09-Apr-21,Purchase,"5,866"
30-Nov-21,Receipt,"54,281"
15-Nov-21,Payment,"46,373"
09-Nov-21,Journal,"4,324"
06-Dec-21,Journal,"36,695"
12-Feb-22,Payment,"5,888"
16-Feb-22,Sales,"34,683"
29-Jun-21,Sales,"98,409"
08-Jul-21,Receipt,"70,675"
29-Jul-21,Payment,"2,445"
16-May-21,Receipt,"80,132"
04-Jul-21,Sales,"1,867"
06-Nov-21,Payment,"60,836"
23-Feb-22,Journal,"61,693"
30-Dec-21,Journal,"76,397"
21-Apr-21,Sales,"23,408"
08-Mar-22,Sales,"27,390"
06-Mar-22,Purchase,"72,005"
23-Feb-22,Sales,"94,376"
22-Aug-21,Sales,"48,986"
16-Feb-22,Sales,"89,255"
14-Oct-21,Purchase,"92,772"
15-Jan-22,Receipt,"29,169"
01-Aug-21,Sales,"60,623"
07-Aug-21,Payment,"97,073"
01-Dec-21,Sales,"71,532"
23-Jun-21,Sales,"28,083"
25-May-21,Purchase,"78,752"
27-Nov-21,Purchase,"37,610"
06-Apr-21,Sales,"67,390"
31-Oct-21,Receipt,"38,902"
01-Aug-21,Receipt,"29,743"
13-Jul-21,Purchase,"92,574"
08-Aug-21,Payment,"17,643"
09-Dec-21,Purchase,"45,468"
04-Aug-21,Payment,"67,422"
21-May-21,Purchase,"77,102"
08-Sep-21,Receipt,"2,010"
12-Aug-21,Journal,"1,256"
22-Dec-21,Sales,"77,267"
30-Aug-21,Receipt,"71,354"
25-Jan-22,Journal,"26,822"
12-Jul-21,Sales,"33,173"
26-Mar-22,Journal,"42,273"
13-Dec-21,Purchase,"91,991"
10-Feb-22,Purchase,"55,882"
25-Oct-21,Payment,"42,701"
23-Feb-22,Purchase,"88,520"
04-Apr-21,Sales,"27,955"
18-Jun-21,Sales,"3,463"
01-Apr-21,Purchase,"47,574"
19-Mar-22,Journal,"51,818"
26-Mar-22,Journal,"11,522"
29-May-21,Payment,"71,794"
18-Mar-22,Sales,"28,337"
16-Nov-21,Sales,"41,242"
18-Jun-21,Sales,"99,588"
01-Jan-22,Journal,"68,693"
19-Feb-22,Purchase,"21,805"
19-Feb-22,Purchase,"66,255"
14-Oct-21,Purchase,"85,769"
09-Jun-21,Payment,"63,919"
31-Jan-22,Purchase,"69,967"
30-Mar-22,Sales,"89,395"
27-May-21,Journal,"19,323"
22-Nov-21,Payment,"3,464"
17-Sep-21,Sales,"7,719"
24-May-21,Purchase,"47,748"
13-Jan-22,Sales,"52,808"
25-Feb-22,Receipt,"88,395"
22-Sep-21,Receipt,"52,297"
22-Dec-21,Receipt,"65,832"
26-Apr-21,Receipt,"92,242"
26-Aug-21,Journal,"22,223"
16-Nov-21,Journal,"99,361"
09-Apr-21,Receipt,"6,790"
02-Jul-21,Payment,"32,684"
22-Jan-22,Purchase,"74,845"
30-Mar-22,Sales,"66,077"
19-May-21,Purchase,"76,830"
01-Sep-21,Journal,"39,282"
17-Aug-21,Sales,"77,991"
03-Jan-22,Purchase,"2,028"
03-Feb-22,Payment,"24,866"
03-Jan-22,Receipt,"78,704"
06-Mar-22,Payment,"55,453"
09-Dec-21,Payment,"28,470"
18-Feb-22,Purchase,"94,205"
11-Jun-21,Payment,"49,682"
05-Oct-21,Payment,"74,144"
07-Jun-21,Payment,"84,111"
30-Nov-21,Payment,"91,981"
03-Mar-22,Purchase,"81,013"
17-May-21,Sales,"76,555"
10-Nov-21,Journal,"61,073"
31-Jul-21,Journal,"93,193"
11-Jul-21,Journal,"17,942"
10-Sep-21,Purchase,"87,926"
08-Jan-22,Sales,"79,291"
22-Nov-21,Sales,"25,953"
15-Sep-21,Journal,"44,428"
08-Aug-21,Journal,"81,246"
16-Mar-22,Sales,"71,906"
14-Feb-22,Journal,"74,509"
12-Jan-22,Sales,"30,116"
12-Dec-21,Sales,"32,202"
11-Jan-22,Purchase,"49,825"
02-May-21,Journal,"46,870"
06-Oct-21,Purchase,"85,062"
17-Nov-21,Journal,"80,584"
01-Apr-21,Sales,"17,264"
24-Sep-21,Purchase,"78,839"
24-Feb-22,Purchase,"13,422"
11-Feb-22,Receipt,"12,621"
25-Nov-21,Sales,"39,471"
09-Aug-21,Purchase,"41,056"
09-Nov-21,Purchase,"56,363"
06-Nov-21,Sales,"14,814"
14-Apr-21,Purchase,"83,582"
24-Sep-21,Purchase,"3,473"
01-May-21,Journal,"77,119"
22-Aug-21,Payment,"40,002"
08-Sep-21,Journal,"11,771"
09-May-21,Payment,"25,075"
04-Jul-21,Payment,"89,707"
18-Jun-21,Sales,"17,581"
04-Apr-21,Journal,"85,688"
23-Sep-21,Receipt,"62,989"
02-Mar-22,Journal,"98,457"
17-Dec-21,Payment,"71,286"
16-Dec-21,Purchase,"45,753"
04-Mar-22,Purchase,"33,046"
11-Feb-22,Purchase,"97,382"
18-Dec-21,Purchase,"55,112"
28-Jan-22,Receipt,"31,945"
22-Mar-22,Journal,"26,036"
02-Jan-22,Payment,"87,216"
21-Feb-22,Sales,"91,568"
22-Jul-21,Purchase,"84,728"
27-Jul-21,Payment,"67,586"
15-Aug-21,Payment,"70,232"
08-Jun-21,Sales,"16,398"
25-Nov-21,Sales,"90,889"
25-Aug-21,Receipt,"59,906"
16-Oct-21,Sales,"12,886"
11-May-21,Receipt,"19,182"
11-Jul-21,Receipt,"27,481"
11-Nov-21,Receipt,"76,684"
13-May-21,Payment,"24,747"
23-Jun-21,Purchase,"61,606"
27-Dec-21,Receipt,"27,256"
16-Apr-21,Purchase,"23,111"
27-Jan-22,Payment,"79,039"
17-Mar-22,Journal,"98,730"
29-Jan-22,Receipt,"70,250"
03-Jan-22,Payment,"21,734"
03-Nov-21,Sales,"18,758"
20-Jan-22,Receipt,"36,160"
19-Apr-21,Sales,"11,603"
08-Aug-21,Purchase,"85,300"
03-Nov-21,Journal,"28,951"
25-Dec-21,Payment,"96,228"
02-Mar-22,Sales,"19,253"
15-Feb-22,Journal,"23,756"
16-Aug-21,Payment,"15,147"
13-Nov-21,Receipt,"84,435"
11-Feb-22,Journal,"80,858"
26-Nov-21,Journal,"27,988"
20-Jan-22,Purchase,"10,209"
01-Aug-21,Payment,"87,758"
01-Dec-21,Receipt,"30,502"
11-Jun-21,Sales,"54,492"
29-Jul-21,Journal,"67,268"
10-Jul-21,Journal,"40,174"
15-Feb-22,Purchase,"84,786"
13-Jun-21,Payment,"74,557"
02-Feb-22,Payment,"43,039"
21-Oct-21,Receipt,"73,963"
30-Jul-21,Purchase,"10,564"
06-Mar-22,Purchase,"57,238"
01-May-21,Journal,"21,900"
11-Nov-21,Journal,"96,766"
11-Aug-21,Purchase,"3,179"
23-Jul-21,Journal,"21,402"
16-Jan-22,Payment,"39,204"
23-Jul-21,Sales,"78,882"
11-Mar-22,Sales,"22,589"
31-Jul-21,Receipt,"48,967"
27-Dec-21,Receipt,"29,382"
05-Jul-21,Journal,"67,458"
03-Feb-22,Payment,"30,474"
07-Jan-22,Payment,"60,207"
06-Mar-22,Payment,"52,291"
20-Jul-21,Payment,"83,480"
23-Jul-21,Receipt,"42,889"
07-Jul-21,Receipt,"13,076"
15-Jan-22,Journal,"96,723"
12-Oct-21,Sales,"17,430"
18-Sep-21,Sales,"70,461"
17-Dec-21,Purchase,"60,747"
08-Dec-21,Journal,"21,779"
13-Aug-21,Payment,"55,587"
06-Mar-22,Receipt,"80,557"
03-Nov-21,Purchase,"74,465"
01-Aug-21,Receipt,"63,827"
15-Jul-21,Purchase,"63,360"
14-Oct-21,Payment,"67,400"
04-Feb-22,Receipt,"7,440"
05-Nov-21,Purchase,"3,535"
07-Feb-22,Purchase,"67,063"
03-Apr-21,Journal,"13,597"
18-Apr-21,Journal,"50,462"
25-Feb-22,Sales,"6,029"
01-Dec-21,Receipt,"50,339"
07-Apr-21,Purchase,"72,893"
14-Oct-21,Receipt,"84,529"
02-Dec-21,Purchase,"78,036"
01-Aug-21,Purchase,"70,221"
09-Feb-22,Sales,"52,737"
09-Aug-21,Receipt,"73,046"
30-Mar-22,Sales,"16,605"
29-Sep-21,Payment,"6,034"
07-Mar-22,Receipt,"55,742"
12-Feb-22,Purchase,"16,880"
18-Apr-21,Sales,"34,578"
30-Nov-21,Journal,"25,303"
20-May-21,Purchase,"98,775"
17-Jul-21,Purchase,"73,449"
19-Sep-21,Payment,"8,364"
02-Apr-21,Sales,"22,333"
25-Sep-21,Receipt,"36,455"
26-Mar-22,Purchase,"59,126"
30-Oct-21,Receipt,"37,032"
02-Apr-21,Sales,"5,636"
02-Mar-22,Journal,"93,286"
16-Jul-21,Receipt,"41,774"
29-Jun-21,Purchase,"35,512"
16-Aug-21,Sales,"15,784"
23-Sep-21,Receipt,"40,914"
28-Apr-21,Payment,"82,555"
02-Sep-21,Receipt,"27,544"
18-Oct-21,Payment,"64,961"
16-Jun-21,Sales,"13,429"
17-Feb-22,Purchase,"64,460"
30-Dec-21,Payment,"26,800"
24-Sep-21,Receipt,"7,325"
25-Mar-22,Journal,"28,057"
15-Apr-21,Receipt,"12,031"
08-Dec-21,Payment,"69,976"
21-May-21,Payment,"52,121"
26-Aug-21,Sales,"35,576"
18-Jun-21,Receipt,"12,653"
19-Feb-22,Payment,"62,754"
19-Sep-21,Sales,"87,405"
31-Jul-21,Payment,"27,008"
07-Aug-21,Journal,"40,192"
03-Aug-21,Payment,"97,427"
21-Jul-21,Journal,"53,450"
03-Jun-21,Purchase,"91,135"
23-Mar-22,Purchase,"8,179"
19-Jul-21,Receipt,"47,181"
04-Nov-21,Purchase,"34,456"
25-Aug-21,Journal,"51,351"
05-Jun-21,Sales,"2,207"
13-Oct-21,Journal,"48,415"
25-Sep-21,Journal,"73,063"
11-Aug-21,Journal,"48,509"
20-Dec-21,Receipt,"97,168"
12-Nov-21,Sales,"33,699"
08-Mar-22,Journal,"99,302"
22-May-21,Payment,"80,350"
16-Jun-21,Purchase,"87,641"
15-Feb-22,Payment,"57,560"
12-Oct-21,Sales,"56,568"
06-Feb-22,Sales,"20,860"
19-Apr-21,Journal,"88,795"
20-Jun-21,Journal,"13,633"
07-Nov-21,Purchase,"6,765"
22-Jan-22,Purchase,"70,984"
28-Dec-21,Receipt,"14,581"
24-Feb-22,Payment,"85,298"
13-Jan-22,Purchase,"11,123"
21-Feb-22,Sales,"5,585"
27-Sep-21,Journal,"48,935"
26-Feb-22,Purchase,"60,957"
21-Jun-21,Sales,"32,660"
21-Jan-22,Journal,"48,264"
22-Mar-22,Journal,"9,390"
08-Sep-21,Purchase,"32,496"
01-Oct-21,Receipt,"4,664"
12-Jan-22,Payment,"61,424"
30-Aug-21,Payment,"61,962"
15-Aug-21,Sales,"37,592"
16-Aug-21,Payment,"75,059"
01-Mar-22,Sales,"55,216"
08-Feb-22,Sales,"12,808"
15-Oct-21,Sales,"38,604"
19-Aug-21,Sales,"5,852"
12-Dec-21,Journal,"86,282"
07-Jul-21,Purchase,"40,658"
08-Feb-22,Sales,"51,605"
09-May-21,Sales,"59,328"
19-Apr-21,Journal,"34,048"
21-Apr-21,Payment,"52,887"
16-Dec-21,Purchase,"52,638"
01-Feb-22,Purchase,"63,357"
16-Jan-22,Payment,"29,999"
22-Feb-22,Purchase,"22,239"
19-Jan-22,Sales,"20,195"
15-Jun-21,Receipt,"59,980"
02-Aug-21,Payment,"62,384"
07-Jul-21,Journal,"3,719"
01-Jan-22,Purchase,"10,606"
19-Jun-21,Receipt,"1,402"
10-Jan-22,Receipt,"82,815"
20-Jan-22,Sales,"46,432"
16-Sep-21,Receipt,"14,917"
27-Dec-21,Receipt,"15,792"
11-Sep-21,Journal,"61,956"
24-May-21,Purchase,"55,468"
10-May-21,Purchase,"74,813"
09-Dec-21,Sales,"89,216"
03-Feb-22,Sales,"1,393"
15-Jun-21,Sales,"82,015"
08-Jun-21,Purchase,"52,272"
24-Mar-22,Purchase,"58,435"
11-Aug-21,Journal,"77,754"
09-Sep-21,Receipt,"97,230"
04-Feb-22,Journal,"7,149"
27-Jul-21,Receipt,"90,260"
10-Oct-21,Receipt,"36,748"
20-Apr-21,Sales,"95,845"
09-Sep-21,Journal,"87,709"
20-Nov-21,Sales,"86,288"
07-Apr-21,Sales,"6,647"
03-Aug-21,Receipt,"29,678"
23-Feb-22,Payment,"80,157"
15-Sep-21,Receipt,"76,875"
28-Oct-21,Sales,"73,213"
19-Oct-21,Journal,"77,903"
05-Mar-22,Purchase,"21,033"
08-Feb-22,Sales,"56,145"
25-Apr-21,Receipt,"6,598"
02-Nov-21,Receipt,"8,287"
24-Nov-21,Sales,"8,750"
24-Mar-22,Journal,"2,914"
04-Feb-22,Purchase,"84,537"
11-Dec-21,Payment,"26,975"
10-Oct-21,Sales,"54,153"
20-Aug-21,Sales,"69,409"
28-Jul-21,Purchase,"61,055"
16-Nov-21,Sales,"69,770"
23-Sep-21,Sales,"30,415"
27-Oct-21,Purchase,"21,622"
10-May-21,Sales,"49,722"
21-Dec-21,Payment,"36,695"
01-Jul-21,Payment,"47,057"
01-Dec-21,Receipt,"27,530"
13-Nov-21,Journal,"64,365"
16-Apr-21,Journal,"7,940"
19-Feb-22,Journal,"78,477"
18-Nov-21,Receipt,"12,665"
20-Apr-21,Purchase,"59,617"
06-Jun-21,Payment,"51,824"
05-May-21,Receipt,"70,217"
29-Jun-21,Purchase,"49,712"
03-Sep-21,Receipt,"87,809"
06-Feb-22,Payment,"57,836"
13-May-21,Payment,"73,201"
06-Apr-21,Purchase,"45,386"
20-Sep-21,Purchase,"22,839"
01-Dec-21,Payment,"13,749"
06-Apr-21,Purchase,"49,647"
16-Oct-21,Receipt,"32,900"
28-Jul-21,Sales,"14,631"
11-Jul-21,Sales,"36,198"
08-Apr-21,Sales,"90,487"
19-Sep-21,Journal,"40,534"
16-Dec-21,Purchase,"39,595"
15-Sep-21,Sales,"54,510"
16-Aug-21,Journal,"29,282"
23-Jan-22,Receipt,"91,354"
14-Nov-21,Purchase,"42,157"
07-Aug-21,Purchase,"79,814"
25-Nov-21,Purchase,"68,849"
13-Sep-21,Payment,"21,624"
30-Jun-21,Sales,"44,316"
26-Nov-21,Purchase,"95,261"
21-Sep-21,Purchase,"11,140"
16-Jan-22,Purchase,"21,893"
31-Aug-21,Purchase,"18,273"
27-Jul-21,Journal,"52,938"
22-Jul-21,Purchase,"11,398"
12-Dec-21,Sales,"99,398"
18-Apr-21,Journal,"56,504"
01-Mar-22,Purchase,"76,190"
09-Nov-21,Payment,"58,232"
21-Aug-21,Payment,"95,020"
15-Apr-21,Payment,"62,043"
14-Aug-21,Receipt,"9,456"
10-Aug-21,Sales,"57,535"
22-Mar-22,Payment,"42,600"
13-Dec-21,Journal,"1,018"
07-Jun-21,Purchase,"91,468"
14-Feb-22,Payment,"2,802"
29-Jul-21,Payment,"31,029"
13-Feb-22,Payment,"56,887"
28-Dec-21,Journal,"73,658"
23-Mar-22,Receipt,"19,693"
20-Mar-22,Purchase,"72,387"
13-Sep-21,Journal,"75,480"
05-Jun-21,Sales,"84,744"
25-Oct-21,Sales,"92,078"
18-Jan-22,Journal,"49,665"
26-Jan-22,Receipt,"48,067"
17-Nov-21,Purchase,"13,938"
17-Jan-22,Journal,"97,900"
20-Dec-21,Payment,"42,378"
16-Nov-21,Payment,"29,602"
24-Sep-21,Receipt,"67,248"
20-Aug-21,Payment,"26,302"
03-Oct-21,Payment,"81,584"
30-Jul-21,Purchase,"97,390"
10-Aug-21,Journal,"83,825"
27-Oct-21,Sales,"81,396"
22-Sep-21,Journal,"5,974"
27-Dec-21,Receipt,"8,406"
17-Oct-21,Receipt,"65,402"
16-Jan-22,Journal,"68,359"
07-Sep-21,Sales,"71,978"
27-Feb-22,Payment,"17,578"
29-Mar-22,Receipt,"45,059"
17-Dec-21,Purchase,"74,964"
05-Mar-22,Journal,"9,530"
28-Sep-21,Sales,"38,684"
17-Nov-21,Journal,"6,184"
05-Nov-21,Receipt,"40,070"
12-Aug-21,Purchase,"24,874"
17-Feb-22,Purchase,"36,118"
09-Aug-21,Purchase,"49,080"
03-Nov-21,Payment,"66,537"
12-Jan-22,Receipt,"89,518"
01-Mar-22,Payment,"56,819"
27-Jun-21,Journal,"35,599"
14-Mar-22,Purchase,"7,302"
30-Mar-22,Payment,"37,369"
01-Jun-21,Payment,"12,268"
04-Sep-21,Payment,"64,412"
25-May-21,Sales,"73,496"
28-Jul-21,Payment,"59,541"
23-Jul-21,Purchase,"55,914"
14-Feb-22,Purchase,"81,212"
18-Jun-21,Payment,"31,172"
21-Jun-21,Purchase,"7,376"
25-Nov-21,Sales,"71,542"
17-Jun-21,Sales,"28,690"
28-Aug-21,Journal,"91,949"
26-Mar-22,Sales,"1,046"
17-Jun-21,Journal,"77,507"
01-Mar-22,Purchase,"66,433"
21-Mar-22,Journal,"80,703"
24-Aug-21,Journal,"22,955"
07-Jun-21,Receipt,"44,793"
12-Jul-21,Sales,"77,302"
07-Jun-21,Receipt,"70,648"
14-Aug-21,Sales,"9,200"
09-May-21,Receipt,"27,927"
17-Feb-22,Receipt,"73,203"
13-Jul-21,Journal,"57,117"
10-Mar-22,Receipt,"95,613"
10-Aug-21,Sales,"51,915"
06-Oct-21,Receipt,"3,402"
23-Nov-21,Journal,"46,350"
17-Aug-21,Journal,"30,198"
22-Sep-21,Receipt,"41,781"
12-Mar-22,Sales,"82,355"
14-Jul-21,Receipt,"14,361"
12-Oct-21,Journal,"98,668"
15-Nov-21,Journal,"93,862"
15-Aug-21,Receipt,"59,303"
16-Dec-21,Sales,"12,911"
28-Dec-21,Receipt,"99,873"
03-Dec-21,Receipt,"13,191"
21-May-21,Purchase,"39,536"
17-Feb-22,Receipt,"21,609"
05-Oct-21,Receipt,"93,515"
14-Feb-22,Purchase,"50,695"
19-Dec-21,Purchase,"21,164"
24-May-21,Payment,"65,684"
05-Dec-21,Payment,"17,383"
29-Jun-21,Sales,"11,180"
14-Oct-21,Receipt,"46,611"
10-Dec-21,Purchase,"32,711"
30-Sep-21,Payment,"8,698"
08-Sep-21,Journal,"62,381"
29-Jun-21,Purchase,"6,903"
01-Aug-21,Payment,"98,751"
05-Oct-21,Sales,"63,266"
06-May-21,Payment,"7,798"
23-Jan-22,Journal,"95,628"
11-Sep-21,Purchase,"24,241"
24-Oct-21,Sales,"4,745"
14-Jun-21,Sales,"65,000"
01-Apr-21,Purchase,"7,693"
02-Nov-21,Journal,"8,943"
20-Jul-21,Receipt,"58,667"
21-Oct-21,Sales,"85,666"
21-Oct-21,Sales,"66,342"
04-Oct-21,Sales,"43,345"
01-Mar-22,Journal,"68,155"
23-Jan-22,Receipt,"55,292"
16-Aug-21,Payment,"47,647"
31-May-21,Purchase,"78,719"
03-Mar-22,Sales,"41,823"
17-Apr-21,Purchase,"97,144"
10-Nov-21,Sales,"96,498"
14-Apr-21,Sales,"62,032"
10-Nov-21,Payment,"74,522"
02-Nov-21,Purchase,"27,624"
28-Mar-22,Sales,"66,746"
04-May-21,Purchase,"91,665"
09-Nov-21,Receipt,"66,406"
01-Feb-22,Purchase,"94,990"
30-May-21,Receipt,"79,549"
07-Jan-22,Payment,"28,178"
21-Sep-21,Sales,"69,641"
13-Jul-21,Payment,"73,649"
10-Oct-21,Sales,"98,315"
10-Aug-21,Payment,"93,006"
14-Jul-21,Journal,"54,244"
22-Apr-21,Purchase,"37,116"
05-Sep-21,Journal,"45,782"
23-Jul-21,Receipt,"91,219"
17-Oct-21,Journal,"40,574"
06-Jan-22,Receipt,"18,234"
16-Oct-21,Sales,"10,379"
29-Nov-21,Sales,"74,543"
12-Feb-22,Sales,"35,095"
10-Feb-22,Purchase,"28,583"
21-Jan-22,Purchase,"49,637"
08-Jun-21,Payment,"17,935"
13-Dec-21,Journal,"21,667"
09-May-21,Sales,"49,387"
31-Mar-22,Receipt,"20,712"
01-Sep-21,Payment,"15,065"
28-May-21,Sales,"64,618"
09-Jul-21,Purchase,"48,335"
03-Sep-21,Receipt,"86,059"
